date,sales,customers,promo_share,pct_stores_open,year,month,quarter,day_of_week,day_of_year,is_weekend,week_of_year,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,is_construction_peak,is_post_monsoon_peak,is_monsoon_dip,trend_days
2020-10-13,132057.48,369,0.15,1.0,2020,10,4,1,287,0,42,137446.97,127742.7,111719.06,113924.5,129730.90142857144,15039.64422738612,127884.08714285714,15692.220689814185,121173.28700000001,15257.457881272781,0,1,0,286
2020-10-14,126429.99,344,0.15,1.0,2020,10,4,2,288,0,42,132057.48,132124.94,113453.93,109784.20999999999,130347.29857142856,15032.995907793911,129336.83142857144,15007.069755201044,121317.62766666667,15341.847972694099,0,1,0,287
2020-10-15,125715.29,350,0.05,1.0,2020,10,4,3,289,0,42,126429.99,127044.49,129120.77,111268.36,129533.7342857143,15074.801741365056,130263.69285714287,14336.381943742948,121573.97399999999,15361.523020755983,0,1,0,288
2020-10-16,99325.06,286,0.15,1.0,2020,10,4,4,290,0,42,125715.29,99377.37,101548.18000000001,89922.69,129343.84857142858,15119.687324845114,130020.44428571429,14386.070538031629,121967.00033333333,15309.808948078919,0,1,0,289
2020-10-17,150118.12,436,0.15,1.0,2020,10,4,5,291,1,42,99325.06,147135.39,147601.59,135576.06,129336.37571428572,15136.9696836673,129861.65000000001,14732.619736665822,121618.362,15710.646370405166,0,1,0,290
2020-10-18,138438.47,395,0.05,1.0,2020,10,4,6,292,1,42,150118.12,137244.45,138662.02,123372.35,129762.48,15751.043030030343,130041.40214285716,14979.005435723835,122913.354,16413.52617997232,0,1,0,291
2020-10-19,126377.15,361,0.0,1.0,2020,10,4,0,293,0,43,138438.47,137446.97,140155.36000000002,114589.35,129933.05428571427,15851.715982261856,130025.43428571429,14969.224780063523,124530.54666666666,15410.360778270646,0,1,0,292
2020-10-20,141122.57,382,0.2,1.0,2020,10,4,1,294,0,43,126377.15,132057.48,127742.7,109364.86,128351.65142857142,15526.005487812437,129041.27642857142,14702.549821590232,124223.91633333334,15273.916547626202,0,1,0,293
2020-10-21,128534.54,360,0.1,1.0,2020,10,4,2,295,0,43,141122.57,126429.99,132124.94,114449.52,129646.66428571429,16247.896613108502,129996.98142857142,15042.57744714165,124815.59033333333,15580.514202117576,0,1,0,294
2020-10-22,123838.72,364,0.05,1.0,2020,10,4,3,296,0,43,128534.54,125715.29,127044.49,116706.18,129947.31428571428,16197.849446302927,129740.52428571429,15034.111252074732,125280.43,15472.548080575769,0,1,0,295
2020-10-23,96625.54000000001,271,0.1,1.0,2020,10,4,4,297,0,43,123838.72,99325.06,99377.37,89570.35,129679.23285714285,16294.803778795804,129511.54071428571,15102.590554935196,125762.89199999999,15182.093185067388,0,1,0,296
2020-10-24,151211.16999999998,433,0.1,1.0,2020,10,4,5,298,1,43,96625.54000000001,150118.12,147135.39,132606.54,129293.58714285714,17142.79987084542,129314.98142857142,15536.624323274416,125168.75933333332,15968.488082638349,0,1,0,297
2020-10-25,137144.86,387,0.05,1.0,2020,10,4,6,299,1,43,151211.16999999998,138438.47,137244.45,120906.70999999999,129449.73714285715,17367.604489849993,129606.10857142857,15929.45163436367,126318.92566666665,16569.281053476614,0,1,0,298
2020-10-26,137613.78,384,0.2,1.0,2020,10,4,0,300,0,44,137144.86,126377.15,137446.97,116312.85,129264.9357142857,17262.58309527949,129598.99500000001,15925.800032341538,127904.74266666667,15146.400207560553,0,1,0,299
2020-10-27,126807.98999999999,367,0.1,1.0,2020,10,4,1,301,0,44,137613.78,141122.57,132057.48,111719.06,130870.16857142858,17470.4852900756,129610.91,15932.184325992312,128071.65066666667,15227.371563826946,0,1,0,300
2020-10-28,129489.58,370,0.15,1.0,2020,10,4,2,302,0,44,126807.98999999999,128534.54,126429.99,113453.93,128825.22857142857,16898.837435816356,129235.9464285714,15931.948440425891,128268.36000000002,15169.629509502536,0,1,0,301
2020-10-29,131823.03,378,0.15,1.0,2020,10,4,3,303,0,44,129489.58,123838.72,125715.29,129120.77,128961.66285714286,16899.954649188396,129454.48857142856,15911.469118371833,128707.58433333335,15001.35826343513,0,1,0,302
2020-10-30,100578.41,275,0.15,1.0,2020,10,4,4,304,0,44,131823.03,96625.54000000001,99325.06,101548.18000000001,130102.27857142857,16765.47370750719,129890.75571428573,15884.769725037006,129377.71666666666,14661.47363464509,0,1,0,303
2020-10-31,158032.0,434,0.25,1.0,2020,10,4,5,305,1,44,100578.41,151211.16999999998,150118.12,147601.59,130666.9742857143,15466.206565270913,129980.2807142857,15701.730601442603,128948.53266666667,15317.459702666914,0,1,0,304
2020-11-01,140015.73,408,0.1,1.0,2020,11,4,6,306,1,44,158032.0,137144.86,138438.47,138662.02,131641.37857142856,17104.364364737874,130545.55785714285,16599.280148329817,129912.24033333334,16212.031518733907,0,1,0,305
2020-11-02,135751.43,393,0.25,1.0,2020,11,4,0,307,0,45,140015.73,137613.78,126377.15,140155.36000000002,132051.50285714286,17291.71151369323,130658.21928571428,16662.204399158156,131194.492,15391.785222486667,0,1,0,306
2020-11-03,134456.05,373,0.1,1.0,2020,11,4,1,308,0,45,135751.43,126807.98999999999,141122.57,127742.7,131785.45285714284,17205.981411841185,131327.81071428573,16665.288717121515,130799.48666666665,15105.601222466199,0,1,0,307
2020-11-04,130934.95999999999,362,0.25,1.0,2020,11,4,2,309,0,45,134456.05,129489.58,128534.54,132124.94,132878.03285714285,17079.59607874332,130851.63071428573,16457.84389186092,130659.28766666669,15049.524923969122,0,1,0,308
2020-11-05,127861.94,369,0.1,1.0,2020,11,4,3,310,0,45,130934.95999999999,131823.03,123838.72,127044.49,133084.51571428572,17040.49630756674,131023.08928571429,16444.345753065747,130351.941,14942.677319709663,0,1,0,309
2020-11-06,95402.8,272,0.05,1.0,2020,11,4,4,311,0,45,127861.94,100578.41,96625.54000000001,99377.37,132518.64571428573,17154.754323194556,131310.46214285714,16343.98532688254,130355.91566666667,14941.975186092906,0,1,0,310
2020-11-07,148286.87,413,0.2,1.0,2020,11,4,5,312,1,45,95402.8,158032.0,151211.16999999998,147135.39,131779.27285714285,18794.033695938124,131223.12357142856,16545.61461046461,129131.84433333334,16239.857715780927,0,1,0,311
2020-11-08,140686.98,382,0.1,1.0,2020,11,4,6,313,1,45,148286.87,140015.73,137144.86,137244.45,130387.11142857143,16778.07350023382,131014.245,16290.356598627224,129839.92366666667,16604.707527503935,0,1,0,312
2020-11-09,136590.91,377,0.25,1.0,2020,11,4,0,314,0,46,140686.98,135751.43,137613.78,137446.97,130483.00428571428,16844.06488544148,131267.25357142856,16419.88829442154,131216.91066666666,15678.429844637434,0,1,0,313
2020-11-10,135966.15,386,0.2,1.0,2020,11,4,1,315,0,46,136590.91,134456.05,126807.98999999999,132057.48,130602.93000000001,16890.750223415205,131194.19142857144,16391.72797434381,130865.428,15425.412744718964,0,1,0,314
2020-11-11,121249.68,350,0.1,1.0,2020,11,4,2,316,0,46,135966.15,130934.95999999999,129489.58,126429.99,130818.65857142858,16957.675164838536,131848.3457142857,16385.95945367131,130822.818,15408.94094112471,0,1,0,315
2020-11-12,127964.68000000001,358,0.2,1.0,2020,11,4,3,317,0,46,121249.68,127861.94,131823.03,125715.29,129435.04714285715,17337.472147338107,131259.7814285714,16623.46326546193,130282.90833333334,15452.5401046494,0,1,0,316
2020-11-13,104573.64,301,0.2,1.0,2020,11,4,4,318,0,46,127964.68000000001,95402.8,100578.41,99325.06,129449.72428571428,17335.96189178522,130984.18500000001,16645.37588638425,130146.48166666666,15454.399647898672,0,1,0,317
2020-11-14,150423.01,427,0.1,1.0,2020,11,4,5,319,1,46,104573.64,148286.87,158032.0,150118.12,130759.8442857143,14438.519450025431,131269.55857142858,16109.616334971888,129417.93666666668,16135.792482297618,0,1,0,318
2020-11-15,142460.35,409,0.1,1.0,2020,11,4,6,320,1,46,150423.01,140686.98,140015.73,138438.47,131065.00714285715,14886.328450321724,130726.05928571429,15242.26802666956,130241.52733333335,16565.13230245293,0,1,0,319
2020-11-16,135372.55,391,0.15,1.0,2020,11,4,0,321,0,47,142460.35,136590.91,135751.43,126377.15,131318.3457142857,15091.050673224492,130900.67500000002,15370.341764077006,131679.37033333333,15635.012144434952,0,1,0,320
2020-11-17,131694.1,356,0.05,1.0,2020,11,4,1,322,0,47,135372.55,135966.15,134456.05,141122.57,131144.2942857143,15026.994839708615,130873.61214285714,15361.474953344947,131187.85133333332,15262.709680450353,0,1,0,321
2020-11-18,123974.08,364,0.05,1.0,2020,11,4,2,323,0,47,131694.1,121249.68,130934.95999999999,128534.54,130534.00142857143,14884.601862716441,130676.33,15329.630236792402,130963.03900000002,15201.777908734543,0,1,0,322
2020-11-19,130078.61,361,0.1,1.0,2020,11,4,3,324,0,47,123974.08,127964.68000000001,127861.94,123838.72,130923.20142857144,14634.900318243204,130179.12428571428,15433.13268421418,130882.93666666666,15233.074467769131,0,1,0,323
2020-11-20,98697.93,269,0.05,1.0,2020,11,4,4,325,0,47,130078.61,104573.64,95402.8,96625.54000000001,131225.19142857144,14585.403341849975,130337.45785714286,15418.895462439217,130514.80466666668,15110.034790781592,0,1,0,324
2020-11-21,147771.74,429,0.1,1.0,2020,11,4,5,326,1,47,98697.93,150423.01,148286.87,151211.16999999998,130385.80428571429,16427.565709960283,130572.82428571429,14859.610267973127,129520.25099999999,16188.330562378396,0,1,0,325
2020-11-22,141285.63,402,0.1,1.0,2020,11,4,6,327,1,47,147771.74,142460.35,140686.98,137144.86,130007.05142857143,15911.036330523806,130536.02928571429,14812.937580890435,130318.01833333334,16485.671333508384,0,1,0,326
2020-11-23,130597.02,385,0.0,1.0,2020,11,4,0,328,0,48,141285.63,135372.55,136590.91,137613.78,129839.2342857143,15763.306621159663,130578.79000000001,14845.323204219876,131806.688,15313.015320885339,0,1,0,327
2020-11-24,132560.18,382,0.15,1.0,2020,11,4,1,329,0,48,130597.02,131694.1,135966.15,126807.98999999999,129157.0157142857,15586.263797206055,130150.655,14744.687765257351,131119.54966666666,14868.306156130278,0,1,0,328
2020-11-25,129714.58,366,0.05,1.0,2020,11,4,2,330,0,48,132560.18,123974.08,121249.68,129489.58,129280.74142857142,15613.174399913529,129907.37142857142,14669.25837598665,130966.727,14827.746263911335,0,1,0,329
2020-11-26,126150.2,366,0.2,1.0,2020,11,4,3,331,0,48,129714.58,130078.61,127964.68000000001,131823.03,130100.81285714285,15437.763381858718,130512.00714285715,14457.886332708164,130703.42033333333,14775.684085038134,0,1,0,330
2020-11-27,104611.28,296,0.15,1.0,2020,11,4,4,332,0,48,126150.2,98697.93,104573.64,100578.41,129539.61142857141,15509.940087363817,130382.40142857142,14490.573919530505,130681.49399999999,14782.15067671475,0,1,0,331
2020-11-28,148894.41,425,0.2,1.0,2020,11,4,5,333,1,48,104611.28,147771.74,150423.01,158032.0,130384.37571428572,13592.68465427866,130385.09,14485.419605024957,129852.21733333332,15530.22835008743,0,1,0,332
2020-11-29,137311.71,389,0.05,1.0,2020,11,4,6,334,1,48,148894.41,141285.63,142460.35,140015.73,130544.75714285715,13836.469526217948,130275.90428571428,14327.664854535198,130421.26333333334,15912.972786327726,0,1,0,333
2020-11-30,138511.36000000002,389,0.2,1.0,2020,11,4,0,335,0,49,137311.71,130597.02,135372.55,135751.43,129977.05428571429,13396.869218833532,129908.14428571428,14054.328988795532,131645.70666666667,14919.742648178937,0,1,0,334
2020-12-01,117488.5,330,0.2,1.0,2020,12,4,1,336,0,49,138511.36000000002,132560.18,131694.1,134456.05,131107.67428571428,13786.216151446197,130132.345,14172.74195988984,130995.01866666667,14134.28428297818,0,0,0,335
2020-12-02,112865.37,322,0.0,1.0,2020,12,4,2,337,0,49,117488.5,129714.58,123974.08,130934.95999999999,128954.57714285715,14670.150413197027,129117.65928571428,14555.674307035013,130244.111,14236.546846647892,0,0,0,336
2020-12-03,119504.93,335,0.25,1.0,2020,12,4,3,338,0,49,112865.37,126150.2,130078.61,127861.94,126547.54714285713,15858.79517844673,128324.18000000001,15148.35730318469,129481.24233333333,14541.177839082708,0,0,0,337
2020-12-04,94099.8,261,0.2,1.0,2020,12,4,4,339,0,49,119504.93,104611.28,98697.93,95402.8,125598.22285714287,16083.844701772192,127568.91714285714,15316.810058973218,128982.87166666666,14620.788969108753,0,0,0,338
2020-12-05,130522.9,361,0.1,1.0,2020,12,4,5,340,1,49,94099.8,148894.41,147771.74,148286.87,124096.58285714286,18655.002794226333,127240.47928571429,16016.814286939036,127755.033,15938.510117925262,0,0,0,339
2020-12-06,125415.63,374,0.1,1.0,2020,12,4,6,341,1,49,130522.9,137311.71,141285.63,140686.98,121472.08142857142,15632.253208719349,126008.41928571428,14943.453498868601,127843.73166666667,15946.527752650967,0,0,0,340
2020-12-07,120451.63,349,0.05,1.0,2020,12,4,0,342,0,50,125415.63,138511.36000000002,130597.02,136590.91,119772.64142857143,14204.72403902014,124874.84785714287,14282.74075590258,128844.15933333334,14736.673276430218,0,0,0,341
2020-12-08,118537.38,309,0.1,1.0,2020,12,4,1,343,0,50,120451.63,117488.5,132560.18,135966.15,117192.68000000001,11643.117817827087,124150.17714285714,14227.347503110439,127916.318,14341.290163165624,0,0,0,342
2020-12-09,117325.64,337,0.1,1.0,2020,12,4,2,344,0,50,118537.38,112865.37,129714.58,121249.68,117342.52,11654.303207808518,123148.54857142859,14082.602816797376,127177.99799999999,14230.88758251211,0,0,0,343
2020-12-10,113376.33,317,0.2,1.0,2020,12,4,3,345,0,50,117325.64,119504.93,126150.2,127964.68000000001,117979.70142857144,11489.488755370425,122263.62428571428,14027.408195478954,126535.82233333333,14226.154929700584,0,0,0,344
2020-12-11,92461.35,254,0.15,1.0,2020,12,4,4,346,0,50,113376.33,94099.8,104611.28,104573.64,117104.18714285713,11586.983649923439,121351.205,14169.875284371847,125782.82833333334,14307.403675503796,0,0,0,345
2020-12-12,134526.22,373,0.1,1.0,2020,12,4,5,347,1,50,92461.35,130522.9,148894.41,150423.01,116870.12285714287,12132.82896815879,120483.35285714285,15576.273975801025,124823.21733333333,15534.719828608988,0,0,0,346
2020-12-13,127956.41,370,0.25,1.0,2020,12,4,6,348,1,50,134526.22,125415.63,137311.71,142460.35,117442.02571428572,12950.438635319057,119457.05357142857,13948.619807882415,125041.93533333334,15626.395033564755,0,0,0,347
2020-12-14,118471.04,347,0.1,1.0,2020,12,4,0,349,0,51,127956.41,120451.63,138511.36000000002,135372.55,117804.9942857143,13243.456581765116,118788.81785714287,13233.20615556173,125821.361,15146.025253306127,0,0,0,348
2020-12-15,119501.76,336,0.2,1.0,2020,12,4,1,350,0,51,118471.04,118537.38,117488.5,131694.1,117522.05285714286,13198.569358860821,117357.36642857143,11958.152212931955,124756.29533333333,14464.481452848682,0,0,0,349
2020-12-16,18245.96,49,0.2,0.45,2020,12,4,2,351,0,51,119501.76,117325.64,112865.37,123974.08,117659.82142857143,13215.955562838308,117501.17071428572,11971.947881092745,123991.009,14098.20504845922,0,0,0,350
2020-12-17,119129.37,321,0.25,1.0,2020,12,4,3,352,0,51,18245.96,113376.33,119504.93,130078.61,103505.58142857144,39850.92112214872,110742.64142857143,29159.8724818773,120086.78933333332,23751.01461235576,0,0,0,351
2020-12-18,90552.26,254,0.15,1.0,2020,12,4,4,353,0,51,119129.37,92461.35,94099.8,98697.93,104327.4442857143,40146.64445873196,110715.81571428571,29151.363025961396,119667.965,23649.84124359877,0,0,0,352
2020-12-19,133086.36,374,0.0,1.0,2020,12,4,5,354,1,51,90552.26,134526.22,130522.9,147771.74,104054.71714285713,40247.04795721414,110462.42,29321.82651321172,118553.90433333334,24220.31240064388,0,0,0,353
2020-12-20,125208.86,340,0.15,1.0,2020,12,4,6,355,1,51,133086.36,127956.41,125415.63,141285.63,103849.02285714285,40068.64286292414,110645.52428571429,29464.390572745026,118654.16266666666,24275.824731724628,0,0,0,354
2020-12-21,122630.8,351,0.05,1.0,2020,12,4,0,356,0,52,125208.86,118471.04,120451.63,130597.02,103456.5157142857,39805.7260122477,110630.75499999999,29456.4681732906,119537.86033333333,24005.343883264886,0,0,0,355
2020-12-22,114884.87,329,0.1,1.0,2020,12,4,1,357,0,52,122630.8,119501.76,118537.38,132560.18,104050.76714285715,40097.215687196556,110786.41,29518.049262863817,118699.829,23417.341741524233,0,0,0,356
2020-12-23,114691.23,323,0.1,1.0,2020,12,4,2,358,0,52,114884.87,18245.96,117325.64,129714.58,103391.21142857142,39837.83742344145,110525.51642857143,29460.357903924483,117819.80366666666,23032.201671064868,0,0,0,357
2020-12-24,113859.96,317,0.1,1.0,2020,12,4,3,359,0,52,114691.23,119129.37,113376.33,126150.2,117169.10714285713,13363.404320152084,110337.3442857143,29421.970738983553,117289.61066666666,22910.68466151576,0,0,0,358
2020-12-25,14752.82,39,0.25,0.5,2020,12,4,4,360,0,52,113859.96,90552.26,92461.35,104611.28,116416.33428571429,13382.978029733551,110371.88928571428,29426.096984261865,116666.26999999999,22734.60091673468,0,0,0,359
2020-12-26,131804.13,382,0.05,1.0,2020,12,4,5,361,1,52,14752.82,133086.36,134526.22,148894.41,105587.84285714287,40661.920797391766,104821.28000000001,38876.06213618756,112834.21133333334,29222.42465261542,0,0,0,360
2020-12-27,116909.44,327,0.0,1.0,2020,12,4,6,362,1,52,131804.13,125208.86,127956.41,137311.71,105404.66714285714,40520.038686031156,104626.845,38722.571590906125,113022.67566666666,29329.301384073566,0,0,0,361
2020-12-28,120502.68,357,0.0,1.0,2020,12,4,0,363,0,53,116909.44,122630.8,118471.04,138511.36000000002,104219.03571428571,39961.55423505072,103837.7757142857,38321.07762063212,113432.61433333335,29293.605009582436,0,0,0,362
2020-12-29,124291.21,351,0.35,1.0,2020,12,4,1,364,0,53,120502.68,114884.87,119501.76,117488.5,103915.01857142858,39805.929046299774,103982.89285714286,38384.548830014515,112486.22333333334,28557.818386048704,0,0,0,363
2020-12-30,114485.64,318,0.1,1.0,2020,12,4,2,365,0,53,124291.21,114691.23,18245.96,112865.37,105258.78142857144,40392.415892692676,104324.99642857142,38554.467640265895,112052.20666666668,28264.954873543888,0,0,0,364
2020-12-31,119936.51,331,0.3,1.0,2020,12,4,3,366,0,53,114485.64,113859.96,119129.37,119504.93,105229.41142857145,40384.48828604804,111199.25928571427,29555.517489610855,111251.34933333333,27826.38054617821,0,0,0,365
2021-01-01,15478.43,40,0.05,0.5,2021,1,1,4,1,0,53,119936.51,14752.82,90552.26,94099.8,106097.48999999999,40665.25712377914,111256.91214285714,29572.958468063294,111332.94966666665,27848.88184696243,0,0,0,366
2021-01-02,139408.29,386,0.1,1.0,2021,1,1,5,2,1,53,15478.43,131804.13,133086.36,130522.9,106201.14857142858,40393.623473342726,105894.49571428572,38939.33765890463,108086.71833333334,32884.77610039494,0,0,0,367
2021-01-03,125561.04,356,0.1,1.0,2021,1,1,6,3,1,53,139408.29,116909.44,125208.86,125415.63,107287.45714285715,41289.244005907,106346.06214285713,39313.78538593256,108750.16366666667,33320.961083707094,0,0,0,368
2021-01-04,118652.16,352,0.05,1.0,2021,1,1,0,4,0,1,125561.04,120502.68,122630.8,120451.63,108523.4,41752.16245215493,106371.21785714287,39326.89405633518,109798.87166666667,33339.055347355454,0,0,0,369
2021-01-05,116394.61,337,0.05,1.0,2021,1,1,1,5,0,1,118652.16,124291.21,114884.87,118537.38,108259.04000000001,41669.448926319346,106087.02928571429,39214.57401172603,109403.18033333332,33154.540931606185,0,0,0,370
2021-01-06,112189.88,313,0.05,1.0,2021,1,1,2,6,0,1,116394.61,114485.64,114691.23,117325.64,107130.95428571428,41268.04014731698,106194.86785714285,39242.69457218712,109102.47966666667,33045.033465272994,0,0,0,371
2021-01-07,110667.35,311,0.0,1.0,2021,1,1,3,7,0,1,112189.88,119936.51,113859.96,113376.33,106802.98857142858,41208.92949847542,106016.2,39206.71360759484,108827.088,32981.55517722247,0,0,0,372
2021-01-08,88308.02,230,0.0,1.0,2021,1,1,4,8,0,1,110667.35,15478.43,14752.82,92461.35,105478.82285714286,40864.05352451297,105788.15642857143,39166.84593456153,108564.75366666667,32932.919642796034,0,0,0,373
2021-01-09,139448.25,385,0.2,1.0,2021,1,1,5,9,1,1,88308.02,139408.29,131804.13,134526.22,115883.05,15579.12803488057,111042.09928571428,29838.29694466544,107597.49966666667,33092.479305127345,0,0,0,374
2021-01-10,123005.42,327,0.0,1.0,2021,1,1,6,10,1,1,139448.25,125561.04,116909.44,127956.41,115888.75857142858,15589.189030816071,111588.10785714285,30313.59845049888,108466.56366666667,33588.10886667059,0,0,0,375
2021-01-11,121108.85,306,0.05,1.0,2021,1,1,0,11,0,2,123005.42,118652.16,120502.68,118471.04,115523.67000000001,15353.054538818496,112023.53500000002,30439.43463145446,109484.69933333334,33549.13233465296,0,0,0,376
2021-01-12,109987.65,314,0.05,1.0,2021,1,1,1,12,0,2,121108.85,116394.61,124291.21,119501.76,115874.62571428572,15464.164481095115,112066.83285714286,30452.851517020154,109037.45366666668,33292.24119648619,0,0,0,377
2021-01-13,116309.03,323,0.1,1.0,2021,1,1,2,13,0,2,109987.65,112189.88,114485.64,18245.96,114959.34571428572,15617.10726332176,111045.15000000001,30250.44698271709,108438.49500000001,33101.22396552701,0,0,0,378
2021-01-14,116216.81,339,0.05,1.0,2021,1,1,3,14,0,2,116309.03,110667.35,119936.51,119129.37,115547.79571428572,15572.903974294491,111175.39214285715,30270.318076011412,108366.428,33080.97555419384,0,0,0,379
2021-01-15,88864.48,241,0.05,1.0,2021,1,1,4,15,0,2,116216.81,88308.02,15478.43,90552.26,116340.5757142857,15423.582365980903,110909.69928571429,30203.75478909942,108256.92966666668,33048.26697274007,0,0,0,380
2021-01-16,138126.98,389,0.1,1.0,2021,1,1,5,16,1,2,88864.48,139448.25,139408.29,133086.36,116420.06999999999,15255.538767045733,116151.56000000001,14815.930945287115,110610.88033333333,28636.43114843407,0,0,0,381
2021-01-17,127288.51999999999,346,0.05,1.0,2021,1,1,6,17,1,2,138126.98,123005.42,125561.04,125208.86,116231.31714285715,14927.783116196206,116060.03785714286,14664.399205423548,111244.134,29038.530436316534,0,0,0,382
2021-01-18,130853.29000000001,375,0.25,1.0,2021,1,1,0,18,0,3,127288.51999999999,121108.85,118652.16,122630.8,116843.18857142857,15333.975411779214,116183.42928571429,14757.466079183328,112468.67599999999,28910.166942299846,0,0,0,383
2021-01-19,120435.06,333,0.15,1.0,2021,1,1,1,19,0,3,130853.29000000001,109987.65,116394.61,114884.87,118235.25142857143,16203.430774593675,117054.93857142856,15265.983427121393,112394.24033333334,28858.079454741324,0,0,0,384
2021-01-20,112577.19,303,0.05,1.0,2021,1,1,2,20,0,3,120435.06,116309.03,112189.88,114691.23,119727.73857142858,15793.09245908632,117343.54214285714,15290.711984007583,112235.11366666667,28798.080880442027,0,0,0,385
2021-01-21,114177.23,299,0.05,1.0,2021,1,1,3,21,0,3,112577.19,116216.81,110667.35,113859.96,119194.61857142857,15989.495898676185,117371.20714285714,15281.017669111821,111899.99333333333,28731.354950970053,0,0,0,386
2021-01-22,89915.16,241,0.15,1.0,2021,1,1,4,22,0,3,114177.23,88864.48,88308.02,14752.82,118903.25,16071.177353886314,117621.91285714286,15191.099001801631,111876.40533333334,28729.11030497595,0,0,0,387
2021-01-23,136850.97,408,0.1,1.0,2021,1,1,5,23,1,3,89915.16,138126.98,139448.25,131804.13,119053.34714285715,15745.477678313182,117736.70857142858,14956.806277090776,111050.53633333334,29000.23951094955,0,0,0,388
2021-01-24,122214.26,337,0.15,1.0,2021,1,1,6,24,1,3,136850.97,127288.51999999999,123005.42,116909.44,118871.05999999998,15493.22278012986,117551.18857142857,14680.339582912311,111816.90333333334,29378.359865823655,0,0,0,389
2021-01-25,117880.65,331,0.1,1.0,2021,1,1,0,25,0,4,122214.26,130853.29000000001,121108.85,120502.68,118146.1657142857,15148.623501815717,117494.67714285714,14659.236255146972,115398.95133333333,22992.719642240707,0,0,0,390
2021-01-26,120356.95,331,0.2,1.0,2021,1,1,1,26,0,4,117880.65,120435.06,109987.65,124291.21,116292.93142857144,14091.622296931702,117264.09142857142,14623.358688695198,114934.83533333334,22789.786256730924,0,0,0,391
2021-01-27,121451.11,326,0.25,1.0,2021,1,1,2,27,0,4,120356.95,112577.19,116309.03,114485.64,116281.77285714285,14087.82606843555,118004.7557142857,14488.438508789472,115049.75233333334,22808.770588918243,0,0,0,392
2021-01-28,116812.36,327,0.15,1.0,2021,1,1,3,28,0,4,121451.11,114177.23,116216.81,119936.51,117549.47571428573,14098.16582999352,118372.04714285715,14507.309260544922,115081.36666666667,22817.24501594753,0,0,0,393
2021-01-29,93634.97,253,0.2,1.0,2021,1,1,4,29,0,4,116812.36,89915.16,88864.48,15478.43,117925.92285714287,14028.12050774653,118414.58642857142,14501.37534146924,114832.07166666667,22753.91903887331,0,0,0,394
2021-01-30,136654.55,363,0.15,1.0,2021,1,1,5,30,1,4,93634.97,136850.97,138126.98,139408.29,118457.32428571429,12807.548766254875,118755.33571428573,13792.315551872352,114137.04933333333,23080.95911774302,0,0,0,395
2021-01-31,129019.34,356,0.15,1.0,2021,1,1,6,31,1,4,136654.55,122214.26,127288.51999999999,125561.04,118429.2642857143,12760.66313512468,118650.16214285714,13637.98427656925,114694.31733333334,23425.065563951386,0,0,0,396
2021-02-01,122843.04000000001,345,0.15,1.0,2021,2,1,0,32,0,5,129019.34,117880.65,130853.29000000001,118652.16,119401.41857142858,13343.007315190067,118773.79214285714,13729.851358800288,118479.01433333333,14196.858852665548,0,0,0,397
2021-02-02,121262.25,337,0.15,1.0,2021,2,1,1,33,0,5,122843.04000000001,120356.95,120435.06,116394.61,120110.33142857144,13380.515586826825,118201.63142857143,13349.376239050058,117926.83933333332,13667.02104155889,0,0,0,398
2021-02-03,118149.12,331,0.15,1.0,2021,2,1,2,34,0,5,121262.25,121451.11,112577.19,112189.88,120239.66000000002,13387.669692267882,118260.71642857142,13361.846676745856,117783.54633333332,13606.621636418487,0,0,0,399
2021-02-04,111781.92,317,0.05,1.0,2021,2,1,3,35,0,5,118149.12,116812.36,114177.23,110667.35,119767.94714285713,13396.040173546005,118658.71142857142,13262.145918670716,117766.77833333334,13605.82423179946,0,0,0,400
2021-02-05,94610.29,281,0.25,1.0,2021,2,1,4,36,0,5,111781.92,93634.97,89915.16,88308.02,119049.31285714285,13712.217432511,118487.61785714286,13339.632820458075,117613.02199999998,13647.86403751187,0,0,0,401
2021-02-06,135198.29,357,0.2,1.0,2021,2,1,5,37,1,5,94610.29,136654.55,136850.97,139448.25,119188.64428571428,13412.621941796593,118822.98428571426,12604.829043541691,117027.03566666666,14252.737670032264,0,0,0,402
2021-02-07,127316.83,362,0.1,1.0,2021,2,1,6,38,1,5,135198.29,129019.34,122214.26,123005.42,118980.60714285714,13104.315456039361,118704.9357142857,12429.523072812935,117844.73366666665,14575.327976819312,0,0,0,403
2021-02-08,123751.48,341,0.15,1.0,2021,2,1,0,39,0,6,127316.83,122843.04000000001,117880.65,121108.85,118737.39142857143,12901.1684121342,119069.405,12613.787346305038,119145.02733333333,13553.655353061722,0,0,0,404
2021-02-09,119833.17,334,0.1,1.0,2021,2,1,1,40,0,6,123751.48,121262.25,120356.95,109987.65,118867.16857142856,12953.813580383034,119488.75,12668.69549012816,118621.80166666667,13035.933404444193,0,0,0,405
2021-02-10,117047.53,328,0.05,1.0,2021,2,1,2,41,0,6,119833.17,118149.12,121451.11,116309.03,118663.01428571428,12920.995243890085,119451.33714285714,12666.707568907383,118516.06,13011.993269569846,0,0,0,406
2021-02-11,116244.31999999999,319,0.1,1.0,2021,2,1,3,42,0,6,117047.53,111781.92,116812.36,116216.81,118505.64428571427,12934.998089666018,119136.7957142857,12667.904134910457,118380.68266666666,13005.212888893735,0,0,0,407
