date,store_id,store_type,assortment,sales,customers,promo,school_holiday,eid_period,day_of_week,open,competition_distance_m
2024-02-27,5,a,basic,8028.19,24,0,0,0,1,1,849.0
2024-02-28,5,a,basic,7920.27,20,0,0,0,2,1,849.0
2024-02-29,5,a,basic,8445.76,21,0,0,0,3,1,849.0
2024-03-01,5,a,basic,7173.96,18,0,0,0,4,1,849.0
2024-03-02,5,a,basic,11381.62,37,0,0,0,5,1,849.0
2024-03-03,5,a,basic,11609.79,32,1,0,0,6,1,849.0
2024-03-04,5,a,basic,10442.05,26,0,0,0,0,1,849.0
2024-03-05,5,a,basic,9216.84,23,0,0,0,1,1,849.0
2024-03-06,5,a,basic,8577.46,27,0,0,0,2,1,849.0
2024-03-07,5,a,basic,8289.69,27,0,0,0,3,1,849.0
2024-03-08,5,a,basic,7270.52,18,0,0,0,4,1,849.0
2024-03-09,5,a,basic,11296.22,33,0,0,0,5,1,849.0
2024-03-10,5,a,basic,9237.99,25,0,0,0,6,1,849.0
2024-03-11,5,a,basic,9283.43,32,0,0,0,0,1,849.0
2024-03-12,5,a,basic,9834.04,28,0,0,0,1,1,849.0
2024-03-13,5,a,basic,9449.53,23,0,0,0,2,1,849.0
2024-03-14,5,a,basic,9462.57,23,0,0,0,3,1,849.0
2024-03-15,5,a,basic,8140.18,19,0,0,0,4,1,849.0
2024-03-16,5,a,basic,10540.41,35,0,0,0,5,1,849.0
2024-03-17,5,a,basic,10226.6,26,0,0,0,6,1,849.0
2024-03-18,5,a,basic,9874.62,33,0,0,0,0,1,849.0
2024-03-19,5,a,basic,10434.19,25,0,0,0,1,1,849.0
2024-03-20,5,a,basic,7311.73,19,0,0,0,2,1,849.0
2024-03-21,5,a,basic,9033.44,29,0,0,0,3,1,849.0
2024-03-22,5,a,basic,7043.36,19,0,0,0,4,1,849.0
2024-03-23,5,a,basic,9492.68,28,0,0,0,5,1,849.0
2024-03-24,5,a,basic,9641.89,25,0,0,0,6,1,849.0
2024-03-25,5,a,basic,10122.09,31,0,0,0,0,1,849.0
2024-03-26,5,a,basic,0.0,0,0,1,0,1,0,849.0
2024-03-27,5,a,basic,9082.55,22,0,0,0,2,1,849.0
2024-03-28,5,a,basic,8690.89,24,0,0,0,3,1,849.0
2024-03-29,5,a,basic,7834.78,20,0,0,0,4,1,849.0
2024-03-30,5,a,basic,10811.25,35,0,0,0,5,1,849.0
2024-03-31,5,a,basic,10540.64,29,0,0,0,6,1,849.0
2024-04-01,5,a,basic,9174.92,22,0,0,0,0,1,849.0
2024-04-02,5,a,basic,11264.12,36,0,0,0,1,1,849.0
2024-04-03,5,a,basic,9419.46,29,0,0,0,2,1,849.0
2024-04-04,5,a,basic,8366.41,22,0,0,0,3,1,849.0
2024-04-05,5,a,basic,6265.25,17,0,0,0,4,1,849.0
2024-04-06,5,a,basic,8802.47,29,0,0,0,5,1,849.0
2024-04-07,5,a,basic,11282.65,32,0,0,1,6,1,849.0
2024-04-08,5,a,basic,11737.52,39,0,0,1,0,1,849.0
2024-04-09,5,a,basic,11987.34,35,0,0,1,1,1,849.0
2024-04-10,5,a,basic,3034.52,8,0,0,1,2,1,849.0
2024-04-11,5,a,basic,15517.42,41,1,0,1,3,1,849.0
2024-04-12,5,a,basic,9835.82,24,0,0,1,4,1,849.0
2024-04-13,5,a,basic,14301.31,39,0,0,1,5,1,849.0
2024-04-14,5,a,basic,0.0,0,0,1,0,6,0,849.0
2024-04-15,5,a,basic,9730.8,27,0,0,0,0,1,849.0
2024-04-16,5,a,basic,12908.51,41,1,0,0,1,1,849.0
2024-04-17,5,a,basic,10500.66,30,0,0,0,2,1,849.0
2024-04-18,5,a,basic,8998.65,26,0,0,0,3,1,849.0
2024-04-19,5,a,basic,6644.67,19,0,0,0,4,1,849.0
2024-04-20,5,a,basic,11199.7,35,0,0,0,5,1,849.0
2024-04-21,5,a,basic,12040.81,33,1,0,0,6,1,849.0
2024-04-22,5,a,basic,9608.25,29,0,0,0,0,1,849.0
2024-04-23,5,a,basic,9215.51,21,0,0,0,1,1,849.0
2024-04-24,5,a,basic,9713.25,25,0,0,0,2,1,849.0
2024-04-25,5,a,basic,8528.74,20,0,0,0,3,1,849.0
2024-04-26,5,a,basic,6826.33,16,0,0,0,4,1,849.0
2024-04-27,5,a,basic,10346.37,28,0,0,0,5,1,849.0
2024-04-28,5,a,basic,9357.09,28,0,0,0,6,1,849.0
2024-04-29,5,a,basic,10229.25,26,0,0,0,0,1,849.0
2024-04-30,5,a,basic,8381.22,29,0,0,0,1,1,849.0
2024-05-01,5,a,basic,0.0,0,0,1,0,2,0,849.0
2024-05-02,5,a,basic,9746.23,25,0,0,0,3,1,849.0
2024-05-03,5,a,basic,6401.46,16,0,0,0,4,1,849.0
2024-05-04,5,a,basic,10461.57,26,0,0,0,5,1,849.0
2024-05-05,5,a,basic,9487.28,24,0,0,0,6,1,849.0
2024-05-06,5,a,basic,9125.8,27,0,0,0,0,1,849.0
2024-05-07,5,a,basic,7970.18,23,0,0,0,1,1,849.0
2024-05-08,5,a,basic,9339.24,27,0,0,0,2,1,849.0
2024-05-09,5,a,basic,8785.64,26,0,0,0,3,1,849.0
2024-05-10,5,a,basic,6352.29,15,0,0,0,4,1,849.0
2024-05-11,5,a,basic,12420.49,31,1,0,0,5,1,849.0
2024-05-12,5,a,basic,10433.04,31,0,0,0,6,1,849.0
2024-05-13,5,a,basic,9043.61,27,0,0,0,0,1,849.0
2024-05-14,5,a,basic,8938.38,26,0,0,0,1,1,849.0
2024-05-15,5,a,basic,10440.76,33,0,0,0,2,1,849.0
2024-05-16,5,a,basic,10929.99,31,1,0,0,3,1,849.0
2024-05-17,5,a,basic,6086.02,15,0,0,0,4,1,849.0
2024-05-18,5,a,basic,10804.01,38,0,0,0,5,1,849.0
2024-05-19,5,a,basic,8706.38,23,0,0,0,6,1,849.0
2024-05-20,5,a,basic,9500.76,29,0,0,0,0,1,849.0
2024-05-21,5,a,basic,12430.71,31,1,0,0,1,1,849.0
2024-05-22,5,a,basic,10336.49,27,0,0,0,2,1,849.0
2024-05-23,5,a,basic,12683.74,32,1,0,0,3,1,849.0
2024-05-24,5,a,basic,6283.22,16,0,0,0,4,1,849.0
2024-05-25,5,a,basic,11577.6,32,0,0,0,5,1,849.0
2024-05-26,5,a,basic,9720.46,27,0,0,0,6,1,849.0
2024-05-27,5,a,basic,9169.48,32,0,0,0,0,1,849.0
2024-05-28,5,a,basic,9967.13,25,0,0,0,1,1,849.0
2024-05-29,5,a,basic,9578.31,32,0,0,0,2,1,849.0
2024-05-30,5,a,basic,8300.4,28,0,0,0,3,1,849.0
2024-05-31,5,a,basic,7163.28,19,0,0,0,4,1,849.0
2024-06-01,5,a,basic,10502.2,34,0,0,0,5,1,849.0
2024-06-02,5,a,basic,12431.1,33,1,0,0,6,1,849.0
2024-06-03,5,a,basic,10130.11,26,1,0,0,0,1,849.0
2024-06-04,5,a,basic,7651.74,19,0,0,0,1,1,849.0
2024-06-05,5,a,basic,8552.67,20,0,0,0,2,1,849.0
2024-06-06,5,a,basic,8358.48,24,0,0,0,3,1,849.0
2024-06-07,5,a,basic,5583.81,18,0,0,0,4,1,849.0
2024-06-08,5,a,basic,11645.96,41,0,0,0,5,1,849.0
2024-06-09,5,a,basic,10150.46,30,0,0,0,6,1,849.0
2024-06-10,5,a,basic,8871.81,28,0,0,0,0,1,849.0
2024-06-11,5,a,basic,9942.81,28,0,0,0,1,1,849.0
2024-06-12,5,a,basic,6746.53,17,0,0,0,2,1,849.0
2024-06-13,5,a,basic,14158.01,39,1,0,1,3,1,849.0
2024-06-14,5,a,basic,10045.56,29,0,0,1,4,1,849.0
2024-06-15,5,a,basic,14963.34,50,0,0,1,5,1,849.0
2024-06-16,5,a,basic,3408.55,10,0,0,1,6,1,849.0
2024-06-17,5,a,basic,18528.26,46,1,0,1,0,1,849.0
2024-06-18,5,a,basic,13429.2,42,0,0,1,1,1,849.0
2024-06-19,5,a,basic,10768.66,38,0,0,1,2,1,849.0
2024-06-20,5,a,basic,8888.35,23,0,0,0,3,1,849.0
2024-06-21,5,a,basic,6708.08,16,0,0,0,4,1,849.0
2024-06-22,5,a,basic,9715.36,30,0,0,0,5,1,849.0
2024-06-23,5,a,basic,12111.64,37,1,0,0,6,1,849.0
2024-06-24,5,a,basic,10254.33,34,0,0,0,0,1,849.0
2024-06-25,5,a,basic,9650.26,30,0,0,0,1,1,849.0
2024-06-26,5,a,basic,9135.86,32,0,0,0,2,1,849.0
2024-06-27,5,a,basic,11660.97,40,1,0,0,3,1,849.0
2024-06-28,5,a,basic,6613.11,19,0,0,0,4,1,849.0
2024-06-29,5,a,basic,9232.77,30,0,0,0,5,1,849.0
2024-06-30,5,a,basic,11067.27,36,0,0,0,6,1,849.0
2024-07-01,5,a,basic,6663.28,20,0,0,0,0,1,849.0
2024-07-02,5,a,basic,4633.92,12,0,0,0,1,1,849.0
2024-07-03,5,a,basic,5019.62,15,0,0,0,2,1,849.0
2024-07-04,5,a,basic,5947.51,18,0,0,0,3,1,849.0
2024-07-05,5,a,basic,3811.79,12,0,0,0,4,1,849.0
2024-07-06,5,a,basic,6391.63,18,0,0,0,5,1,849.0
2024-07-07,5,a,basic,6487.6,21,0,0,0,6,1,849.0
2024-07-08,5,a,basic,6541.59,23,0,0,0,0,1,849.0
2024-07-09,5,a,basic,5436.78,15,0,0,0,1,1,849.0
2024-07-10,5,a,basic,5782.41,14,0,0,0,2,1,849.0
2024-07-11,5,a,basic,5584.91,18,0,0,0,3,1,849.0
2024-07-12,5,a,basic,3846.38,13,0,0,0,4,1,849.0
2024-07-13,5,a,basic,6473.95,17,0,0,0,5,1,849.0
2024-07-14,5,a,basic,5003.38,13,0,0,0,6,1,849.0
2024-07-15,5,a,basic,5699.18,15,0,0,0,0,1,849.0
2024-07-16,5,a,basic,5034.33,12,0,0,0,1,1,849.0
2024-07-17,5,a,basic,4921.97,15,0,0,0,2,1,849.0
2024-07-18,5,a,basic,4906.82,13,0,0,0,3,1,849.0
2024-07-19,5,a,basic,5746.08,17,1,0,0,4,1,849.0
2024-07-20,5,a,basic,6155.78,15,0,0,0,5,1,849.0
2024-07-21,5,a,basic,5680.89,16,0,0,0,6,1,849.0
2024-07-22,5,a,basic,6136.47,20,0,0,0,0,1,849.0
2024-07-23,5,a,basic,4606.29,13,0,0,0,1,1,849.0
2024-07-24,5,a,basic,6101.15,16,0,0,0,2,1,849.0
2024-07-25,5,a,basic,6718.25,20,1,0,0,3,1,849.0
2024-07-26,5,a,basic,4804.89,11,0,0,0,4,1,849.0
2024-07-27,5,a,basic,7441.72,18,0,0,0,5,1,849.0
2024-07-28,5,a,basic,5648.87,18,0,0,0,6,1,849.0
2024-07-29,5,a,basic,6243.53,16,0,0,0,0,1,849.0
2024-07-30,5,a,basic,4823.62,12,0,0,0,1,1,849.0
2024-07-31,5,a,basic,8371.81,28,1,0,0,2,1,849.0
2024-08-01,5,a,basic,5148.09,12,0,0,0,3,1,849.0
2024-08-02,5,a,basic,4836.09,13,0,0,0,4,1,849.0
2024-08-03,5,a,basic,6068.82,14,0,0,0,5,1,849.0
2024-08-04,5,a,basic,5511.35,18,0,0,0,6,1,849.0
2024-08-05,5,a,basic,5824.24,17,0,0,0,0,1,849.0
2024-08-06,5,a,basic,5130.09,14,0,0,0,1,1,849.0
2024-08-07,5,a,basic,5521.0,14,0,0,0,2,1,849.0
2024-08-08,5,a,basic,5446.31,19,0,0,0,3,1,849.0
2024-08-09,5,a,basic,5052.16,15,1,0,0,4,1,849.0
2024-08-10,5,a,basic,6151.95,15,0,0,0,5,1,849.0
2024-08-11,5,a,basic,6386.89,16,0,0,0,6,1,849.0
2024-08-12,5,a,basic,6364.83,18,0,0,0,0,1,849.0
2024-08-13,5,a,basic,6025.58,14,0,0,0,1,1,849.0
2024-08-14,5,a,basic,4864.7,11,0,0,0,2,1,849.0
2024-08-15,5,a,basic,2532.84,6,1,1,0,3,1,849.0
2024-08-16,5,a,basic,4382.15,13,0,0,0,4,1,849.0
2024-08-17,5,a,basic,6926.11,23,0,0,0,5,1,849.0
2024-08-18,5,a,basic,6048.13,15,0,0,0,6,1,849.0
2024-08-19,5,a,basic,7112.91,22,1,0,0,0,1,849.0
2024-08-20,5,a,basic,5118.78,16,0,0,0,1,1,849.0
2024-08-21,5,a,basic,6209.2,16,0,0,0,2,1,849.0
2024-08-22,5,a,basic,5894.49,14,0,0,0,3,1,849.0
2024-08-23,5,a,basic,4201.05,10,0,0,0,4,1,849.0
2024-08-24,5,a,basic,6697.91,20,0,0,0,5,1,849.0
2024-08-25,5,a,basic,7105.25,22,1,0,0,6,1,849.0
2024-08-26,5,a,basic,5926.63,15,0,0,0,0,1,849.0
2024-08-27,5,a,basic,6406.17,19,0,0,0,1,1,849.0
2024-08-28,5,a,basic,5900.42,17,0,0,0,2,1,849.0
2024-08-29,5,a,basic,5107.57,14,0,0,0,3,1,849.0
2024-08-30,5,a,basic,3352.1,8,0,0,0,4,1,849.0
2024-08-31,5,a,basic,7506.33,18,0,0,0,5,1,849.0
2024-09-01,5,a,basic,8155.43,27,0,0,0,6,1,849.0
2024-09-02,5,a,basic,6382.02,20,0,0,0,0,1,849.0
2024-09-03,5,a,basic,11071.71,29,1,0,0,1,1,849.0
2024-09-04,5,a,basic,7733.42,19,0,0,0,2,1,849.0
2024-09-05,5,a,basic,7943.84,21,0,0,0,3,1,849.0
2024-09-06,5,a,basic,7633.94,19,1,0,0,4,1,849.0
2024-09-07,5,a,basic,9845.29,31,0,0,0,5,1,849.0
2024-09-08,5,a,basic,8783.0,29,0,0,0,6,1,849.0
2024-09-09,5,a,basic,7691.58,20,0,0,0,0,1,849.0
2024-09-10,5,a,basic,7863.04,19,0,0,0,1,1,849.0
2024-09-11,5,a,basic,6761.96,17,0,0,0,2,1,849.0
2024-09-12,5,a,basic,8837.17,30,0,0,0,3,1,849.0
2024-09-13,5,a,basic,6441.96,20,0,0,0,4,1,849.0
2024-09-14,5,a,basic,7657.57,20,0,0,0,5,1,849.0
2024-09-15,5,a,basic,7426.83,18,0,0,0,6,1,849.0
2024-09-16,5,a,basic,8001.11,28,0,0,0,0,1,849.0
2024-09-17,5,a,basic,7245.92,20,0,0,0,1,1,849.0
2024-09-18,5,a,basic,6670.69,19,0,0,0,2,1,849.0
2024-09-19,5,a,basic,8422.85,28,1,0,0,3,1,849.0
2024-09-20,5,a,basic,6138.7,19,0,0,0,4,1,849.0
2024-09-21,5,a,basic,10921.67,34,1,0,0,5,1,849.0
2024-09-22,5,a,basic,7453.84,19,0,0,0,6,1,849.0
2024-09-23,5,a,basic,7176.08,23,0,0,0,0,1,849.0
2024-09-24,5,a,basic,8555.5,20,0,0,0,1,1,849.0
2024-09-25,5,a,basic,10166.35,30,1,0,0,2,1,849.0
2024-09-26,5,a,basic,6796.12,23,0,0,0,3,1,849.0
2024-09-27,5,a,basic,6454.0,21,0,0,0,4,1,849.0
2024-09-28,5,a,basic,9516.67,28,0,0,0,5,1,849.0
2024-09-29,5,a,basic,11161.51,35,1,0,0,6,1,849.0
2024-09-30,5,a,basic,7313.14,20,0,0,0,0,1,849.0
2024-10-01,5,a,basic,9864.76,32,0,0,0,1,1,849.0
2024-10-02,5,a,basic,9535.22,25,0,0,0,2,1,849.0
2024-10-03,5,a,basic,10634.81,30,1,0,0,3,1,849.0
2024-10-04,5,a,basic,6649.43,16,0,0,0,4,1,849.0
2024-10-05,5,a,basic,8660.12,25,0,0,0,5,1,849.0
2024-10-06,5,a,basic,12230.69,35,1,0,0,6,1,849.0
2024-10-07,5,a,basic,8096.65,19,0,0,0,0,1,849.0
2024-10-08,5,a,basic,10560.59,29,0,0,0,1,1,849.0
2024-10-09,5,a,basic,9510.8,29,0,0,0,2,1,849.0
2024-10-10,5,a,basic,9650.29,25,0,0,0,3,1,849.0
2024-10-11,5,a,basic,6551.38,16,1,0,0,4,1,849.0
2024-10-12,5,a,basic,11122.5,27,0,0,0,5,1,849.0
2024-10-13,5,a,basic,9949.31,25,0,0,0,6,1,849.0
2024-10-14,5,a,basic,8361.78,29,0,0,0,0,1,849.0
2024-10-15,5,a,basic,11423.39,35,1,0,0,1,1,849.0
2024-10-16,5,a,basic,9482.2,24,1,0,0,2,1,849.0
2024-10-17,5,a,basic,11930.39,38,1,0,0,3,1,849.0
2024-10-18,5,a,basic,6074.3,14,0,0,0,4,1,849.0
2024-10-19,5,a,basic,9785.72,25,0,0,0,5,1,849.0
2024-10-20,5,a,basic,9147.69,22,0,0,0,6,1,849.0
2024-10-21,5,a,basic,9710.59,34,0,0,0,0,1,849.0
2024-10-22,5,a,basic,7887.08,25,0,0,0,1,1,849.0
2024-10-23,5,a,basic,8584.65,30,0,0,0,2,1,849.0
2024-10-24,5,a,basic,10020.7,35,0,0,0,3,1,849.0
2024-10-25,5,a,basic,6844.01,24,0,0,0,4,1,849.0
2024-10-26,5,a,basic,10873.54,36,0,0,0,5,1,849.0
2024-10-27,5,a,basic,9390.02,25,0,0,0,6,1,849.0
2024-10-28,5,a,basic,9706.86,33,0,0,0,0,1,849.0
2024-10-29,5,a,basic,8716.85,26,0,0,0,1,1,849.0
2024-10-30,5,a,basic,9419.17,27,0,0,0,2,1,849.0
2024-10-31,5,a,basic,8243.99,25,0,0,0,3,1,849.0
2024-11-01,5,a,basic,6810.9,21,0,0,0,4,1,849.0
2024-11-02,5,a,basic,8611.86,20,0,0,0,5,1,849.0
2024-11-03,5,a,basic,10093.07,24,0,0,0,6,1,849.0
2024-11-04,5,a,basic,9201.37,26,0,0,0,0,1,849.0
2024-11-05,5,a,basic,7906.14,23,0,0,0,1,1,849.0
2024-11-06,5,a,basic,8692.32,21,0,0,0,2,1,849.0
2024-11-07,5,a,basic,8815.74,27,0,0,0,3,1,849.0
2024-11-08,5,a,basic,6972.27,22,0,0,0,4,1,849.0
2024-11-09,5,a,basic,10498.28,26,0,0,0,5,1,849.0
2024-11-10,5,a,basic,10447.73,27,0,0,0,6,1,849.0
2024-11-11,5,a,basic,7175.3,20,0,0,0,0,1,849.0
2024-11-12,5,a,basic,9921.09,30,0,0,0,1,1,849.0
2024-11-13,5,a,basic,9910.22,28,0,0,0,2,1,849.0
2024-11-14,5,a,basic,10176.03,24,0,0,0,3,1,849.0
2024-11-15,5,a,basic,7123.17,24,0,0,0,4,1,849.0
2024-11-16,5,a,basic,8269.47,26,0,0,0,5,1,849.0
2024-11-17,5,a,basic,8319.06,27,0,0,0,6,1,849.0
2024-11-18,5,a,basic,10242.71,25,0,0,0,0,1,849.0
2024-11-19,5,a,basic,8271.54,28,0,0,0,1,1,849.0
2024-11-20,5,a,basic,8451.38,27,0,0,0,2,1,849.0
2024-11-21,5,a,basic,9030.69,23,0,0,0,3,1,849.0
2024-11-22,5,a,basic,7624.87,20,0,0,0,4,1,849.0
2024-11-23,5,a,basic,10374.97,31,0,0,0,5,1,849.0
2024-11-24,5,a,basic,8427.16,23,0,0,0,6,1,849.0
2024-11-25,5,a,basic,8996.46,26,0,0,0,0,1,849.0
2024-11-26,5,a,basic,8570.68,25,0,0,0,1,1,849.0
2024-11-27,5,a,basic,9492.28,23,0,0,0,2,1,849.0
2024-11-28,5,a,basic,9552.77,31,0,0,0,3,1,849.0
2024-11-29,5,a,basic,6592.6,22,0,0,0,4,1,849.0
2024-11-30,5,a,basic,8997.01,26,0,0,0,5,1,849.0
2024-12-01,5,a,basic,9199.36,28,0,0,0,6,1,849.0
2024-12-02,5,a,basic,9146.07,25,0,0,0,0,1,849.0
2024-12-03,5,a,basic,9199.05,30,0,0,0,1,1,849.0
2024-12-04,5,a,basic,7868.33,20,0,0,0,2,1,849.0
2024-12-05,5,a,basic,9254.65,24,0,0,0,3,1,849.0
2024-12-06,5,a,basic,5911.75,14,0,0,0,4,1,849.0
2024-12-07,5,a,basic,9879.45,30,0,0,0,5,1,849.0
2024-12-08,5,a,basic,9124.85,22,0,0,0,6,1,849.0
2024-12-09,5,a,basic,8908.35,26,0,0,0,0,1,849.0
2024-12-10,5,a,basic,8490.77,22,0,0,0,1,1,849.0
2024-12-11,5,a,basic,7350.69,21,0,0,0,2,1,849.0
2024-12-12,5,a,basic,6711.87,18,0,0,0,3,1,849.0
2024-12-13,5,a,basic,7469.59,19,1,0,0,4,1,849.0
2024-12-14,5,a,basic,7480.46,21,0,0,0,5,1,849.0
2024-12-15,5,a,basic,9810.45,25,1,0,0,6,1,849.0
2024-12-16,5,a,basic,0.0,0,0,1,0,0,0,849.0
2024-12-17,5,a,basic,8506.94,22,0,0,0,1,1,849.0
2024-12-18,5,a,basic,8264.71,19,0,0,0,2,1,849.0
2024-12-19,5,a,basic,6905.49,18,0,0,0,3,1,849.0
2024-12-20,5,a,basic,4720.71,11,0,0,0,4,1,849.0
2024-12-21,5,a,basic,8460.98,22,0,0,0,5,1,849.0
2024-12-22,5,a,basic,7908.11,23,0,0,0,6,1,849.0
2024-12-23,5,a,basic,8271.66,24,0,0,0,0,1,849.0
2024-12-24,5,a,basic,6983.33,22,0,0,0,1,1,849.0
2024-12-25,5,a,basic,0.0,0,0,1,0,2,0,849.0
2024-12-26,5,a,basic,6785.32,19,0,0,0,3,1,849.0
2024-12-27,5,a,basic,6109.69,21,0,0,0,4,1,849.0
2024-12-28,5,a,basic,9726.54,33,0,0,0,5,1,849.0
2024-12-29,5,a,basic,9297.88,22,0,0,0,6,1,849.0
2024-12-30,5,a,basic,7805.67,22,0,0,0,0,1,849.0
2024-12-31,5,a,basic,6979.49,18,0,0,0,1,1,849.0
2025-01-01,5,a,basic,0.0,0,0,1,0,2,0,849.0
2025-01-02,5,a,basic,8996.08,30,0,0,0,3,1,849.0
2025-01-03,5,a,basic,6450.63,19,0,0,0,4,1,849.0
2025-01-04,5,a,basic,8996.83,21,0,0,0,5,1,849.0
2025-01-05,5,a,basic,8300.04,20,0,0,0,6,1,849.0
2025-01-06,5,a,basic,8427.49,21,1,0,0,0,1,849.0
2025-01-07,5,a,basic,11182.5,36,1,0,0,1,1,849.0
2025-01-08,5,a,basic,8026.69,20,0,0,0,2,1,849.0
2025-01-09,5,a,basic,7101.46,20,0,0,0,3,1,849.0
2025-01-10,5,a,basic,5778.63,16,0,0,0,4,1,849.0
2025-01-11,5,a,basic,10969.68,37,1,0,0,5,1,849.0
2025-01-12,5,a,basic,7595.14,24,0,0,0,6,1,849.0
2025-01-13,5,a,basic,8003.77,25,0,0,0,0,1,849.0
2025-01-14,5,a,basic,10803.14,33,1,0,0,1,1,849.0
2025-01-15,5,a,basic,8927.97,22,0,0,0,2,1,849.0
2025-01-16,5,a,basic,6887.43,18,0,0,0,3,1,849.0
2025-01-17,5,a,basic,6430.58,17,0,0,0,4,1,849.0
2025-01-18,5,a,basic,10502.98,28,0,0,0,5,1,849.0
2025-01-19,5,a,basic,10743.06,37,1,0,0,6,1,849.0
2025-01-20,5,a,basic,6882.74,18,0,0,0,0,1,849.0
2025-01-21,5,a,basic,7495.88,19,0,0,0,1,1,849.0
2025-01-22,5,a,basic,7944.2,19,0,0,0,2,1,849.0
2025-01-23,5,a,basic,7116.04,17,0,0,0,3,1,849.0
2025-01-24,5,a,basic,5695.52,14,0,0,0,4,1,849.0
2025-01-25,5,a,basic,9194.79,24,0,0,0,5,1,849.0
2025-01-26,5,a,basic,7171.23,23,0,0,0,6,1,849.0
2025-01-27,5,a,basic,8223.11,20,0,0,0,0,1,849.0
2025-01-28,5,a,basic,6759.89,16,0,0,0,1,1,849.0
2025-01-29,5,a,basic,6958.37,16,0,0,0,2,1,849.0
2025-01-30,5,a,basic,7304.49,21,0,0,0,3,1,849.0
2025-01-31,5,a,basic,5801.44,19,0,0,0,4,1,849.0
2025-02-01,5,a,basic,8002.77,23,0,0,0,5,1,849.0
2025-02-02,5,a,basic,11425.3,30,1,0,0,6,1,849.0
2025-02-03,5,a,basic,7143.13,22,0,0,0,0,1,849.0
2025-02-04,5,a,basic,8486.69,22,0,0,0,1,1,849.0
2025-02-05,5,a,basic,7188.8,17,0,0,0,2,1,849.0
2025-02-06,5,a,basic,7889.09,21,0,0,0,3,1,849.0
2025-02-07,5,a,basic,6301.7,15,0,0,0,4,1,849.0
2025-02-08,5,a,basic,8365.82,29,0,0,0,5,1,849.0
2025-02-09,5,a,basic,8622.04,25,0,0,0,6,1,849.0
2025-02-10,5,a,basic,7763.69,19,0,0,0,0,1,849.0
2025-02-11,5,a,basic,6981.0,18,0,0,0,1,1,849.0
2025-02-12,5,a,basic,7075.02,18,0,0,0,2,1,849.0
2025-02-13,5,a,basic,8102.2,21,0,0,0,3,1,849.0
2025-02-14,5,a,basic,5803.6,16,0,0,0,4,1,849.0
2025-02-15,5,a,basic,9561.09,23,0,0,0,5,1,849.0
2025-02-16,5,a,basic,9059.54,24,0,0,0,6,1,849.0
2025-02-17,5,a,basic,7886.2,21,0,0,0,0,1,849.0
2025-02-18,5,a,basic,6808.08,24,0,0,0,1,1,849.0
2025-02-19,5,a,basic,7220.39,22,0,0,0,2,1,849.0
2025-02-20,5,a,basic,6948.3,17,0,0,0,3,1,849.0
2025-02-21,5,a,basic,2216.41,7,0,1,0,4,1,849.0
2025-02-22,5,a,basic,8808.41,22,0,0,0,5,1,849.0
2025-02-23,5,a,basic,7665.53,19,0,0,0,6,1,849.0
2025-02-24,5,a,basic,8299.84,21,0,0,0,0,1,849.0
2025-02-25,5,a,basic,7296.84,24,0,0,0,1,1,849.0
2025-02-26,5,a,basic,7260.21,24,0,0,0,2,1,849.0
2025-02-27,5,a,basic,8801.59,23,0,0,0,3,1,849.0
2025-02-28,5,a,basic,6987.1,17,0,0,0,4,1,849.0
2025-03-01,5,a,basic,10388.94,35,0,0,0,5,1,849.0
2025-03-02,5,a,basic,10540.51,30,0,0,0,6,1,849.0
2025-03-03,5,a,basic,9003.44,22,0,0,0,0,1,849.0
2025-03-04,5,a,basic,12110.94,39,1,0,0,1,1,849.0
2025-03-05,5,a,basic,10788.65,29,0,0,0,2,1,849.0
2025-03-06,5,a,basic,9461.62,27,0,0,0,3,1,849.0
2025-03-07,5,a,basic,7087.67,21,0,0,0,4,1,849.0
2025-03-08,5,a,basic,12462.91,33,0,0,0,5,1,849.0
2025-03-09,5,a,basic,10745.07,35,0,0,0,6,1,849.0
2025-03-10,5,a,basic,11317.39,31,0,0,0,0,1,849.0
2025-03-11,5,a,basic,14078.53,46,1,0,0,1,1,849.0
2025-03-12,5,a,basic,11693.98,29,1,0,0,2,1,849.0
2025-03-13,5,a,basic,9859.49,26,0,0,0,3,1,849.0
2025-03-14,5,a,basic,7052.99,21,0,0,0,4,1,849.0
2025-03-15,5,a,basic,11201.41,31,0,0,0,5,1,849.0
2025-03-16,5,a,basic,11595.38,41,0,0,0,6,1,849.0
2025-03-17,5,a,basic,14111.22,45,1,0,0,0,1,849.0
2025-03-18,5,a,basic,10901.88,36,0,0,0,1,1,849.0
2025-03-19,5,a,basic,10106.99,31,0,0,0,2,1,849.0
2025-03-20,5,a,basic,10916.05,37,0,0,0,3,1,849.0
2025-03-21,5,a,basic,7819.21,21,0,0,0,4,1,849.0
2025-03-22,5,a,basic,12549.52,39,0,0,0,5,1,849.0
2025-03-23,5,a,basic,9711.82,33,0,0,0,6,1,849.0
2025-03-24,5,a,basic,10026.18,24,0,0,0,0,1,849.0
2025-03-25,5,a,basic,10642.32,25,0,0,0,1,1,849.0
2025-03-26,5,a,basic,3396.84,11,0,1,0,2,1,849.0
2025-03-27,5,a,basic,16565.68,58,1,0,1,3,1,849.0
2025-03-28,5,a,basic,9519.92,25,0,0,1,4,1,849.0
2025-03-29,5,a,basic,19415.81,47,1,0,1,5,1,849.0
2025-03-30,5,a,basic,3947.68,12,0,0,1,6,1,849.0
